Timestamp,country,selections
5/18/2016 13:10:18,Indonesia,IDN MYS PHL VNM KHM THA MMR LAO CHN JPN KOR PRK TLS TWN IND BGD BTN NPL PAK MNG LKA AFG
5/18/2016 18:41:27,Iraq,IRQ SAU YEM OMN SYR IRN TUR KAZ UZB TJK TKM AFG PAK IND CHN NPL LKA KGZ MNG JPN IDN PNG SLB PHL MYS KHM THA MMR BGD BTN VNM LAO
5/17/2016 23:45:32,Japan,JPN PRK KOR CHN RUS MNG KAZ IND NPL BTN BGD MMR THA LAO VNM KHM PHL TWN MYS IDN TLS BRN LKA KGZ UZB TJK PAK TKM USA
5/18/2016 20:00:24,Korea,CHN PRK KOR JPN MNG IND NPL BGD BTN MMR THA LAO VNM KHM IDN MYS PHL TWN LKA PAK
5/18/2016 21:44:09,Korea,JPN KOR CHN PRK MNG KAZ TUR SYR UZB KGZ TKM IRN AFG TJK PAK IND NPL BTN BGD LKA MMR THA LAO VNM TWN PHL KHM MYS IDN SAU IRQ JOR OMN ARE YEM ISR
5/18/2016 12:37:40,Korea,CHN MNG PRK KOR JPN THA MMR IND NPL BTN BGD LAO VNM PHL IDN MYS KHM LKA TWN BRN
5/18/2016 15:15:24,Nepal ,CHN NPL IND BGD BTN MMR THA LAO VNM KHM IDN MYS PHL AFG IRN TKM UZB KAZ KGZ TJK PAK MNG RUS ARM AZE GEO KOR PRK JPN LKA TWN
5/18/2016 17:09:57,Nepal ,IND NPL CHN KAZ MNG PRK KOR JPN PHL MYS IDN PNG THA KHM VNM MMR BGD LKA PAK KGZ TJK AFG UZB TKM IRN SYR IRQ TUR SAU YEM OMN ARE JOR
5/18/2016 12:59:37,Nigeria,RUS MNG CHN KAZ IND JPN PRK KOR NPL BTN BGD MMR VNM LAO THA KHM MYS IDN PHL TWN LKA KGZ PAK AFG UZB TJK TKM IRN AZE GEO ARM
5/18/2016 13:34:26,Peru,CHN MNG IND BTN NPL BGD MMR THA VNM KHM LAO RUS JPN KOR PRK PHL IDN MYS BRN PNG LKA PAK AFG TKM KAZ KGZ TJK UZB IRN GEO AZE ARM IRQ SAU OMN YEM ARE QAT PSE JOR SYR ISR LBN
5/18/2016 12:43:20,Slovakia,KAZ TKM UZB KGZ TJK AFG PAK MNG CHN JPN PRK KOR MMR BGD IND BTN NPL LAO VNM KHM THA MYS IDN LKA PHL TWN PNG RUS
5/18/2016 15:24:30,Sweden,RUS TUR GEO AZE IRN ARM IRQ SYR PSE JOR SAU YEM OMN ARE QAT KWT AFG TKM UZB KAZ TJK CHN KGZ MNG IND PAK NPL BTN BGD MMR THA LAO VNM KHM IDN MYS LKA PHL PNG TWN JPN KOR PRK
5/18/2016 15:08:12,United States,RUS MNG KAZ AFG UZB TKM KGZ TJK CHN IND NPL MMR BGD LAO THA IDN MYS PHL JPN KOR PRK BTN VNM KHM LKA PAK IRN TUR GEO AZE ARM TWN IRQ SYR
5/18/2016 19:28:22,United States,IDN PHL MYS THA KHM VNM LAO CHN PRK KOR JPN IND NPL MMR BGD LKA BTN
5/18/2016 7:52:20,United States,RUS CHN MNG IND JPN PRK KOR VNM LAO THA KHM
5/18/2016 10:39:47,United States,RUS KAZ MNG CHN PRK KOR JPN TWN PHL MYS IDN THA LAO VNM KHM MMR IND BGD BTN NPL IRN AFG PAK TJK UZB KGZ TKM AZE ARM GEO TUR SYR IRQ JOR SAU ARE LKA LBN YEM OMN QAT KWT BRN TLS
5/18/2016 11:21:31,United States,CHN MNG RUS JPN PRK KOR VNM KHM LAO THA MMR IND BGD BTN NPL LKA TWN PAK AFG TKM UZB TJK KGZ KAZ IRQ IRN AZE ARM GEO TUR SYR
5/18/2016 12:27:05,United States,CHN MNG NPL IND BGD BTN MMR THA LAO VNM PHL KHM IDN MYS BRN LKA PRK KOR JPN KGZ UZB TJK PAK AFG KAZ TKM IRN TWN
5/18/2016 15:05:00,United States,RUS KAZ SAU IRQ JOR PSE SYR TUR GEO AZE ARM IRN KWT YEM OMN ARE QAT TKM UZB KGZ CHN TJK JPN PRK KOR MNG THA IND PAK AFG NPL LKA BGD BTN MMR LAO VNM KHM MYS TWN
5/18/2016 15:06:02,United States,IND BGD MMR THA LAO VNM CHN MNG KAZ KGZ UZB TJK PAK AFG TKM IRN AZE GEO ARM TUR SYR IRQ JOR ISR LBN PSE SAU YEM OMN ARE QAT KWT LKA IDN MYS KHM NPL BTN JPN KOR PRK PHL TWN PNG SLB NCL VUT FJI CYP
5/18/2016 15:06:04,United States,IND CHN NPL BTN BGD MMR THA LAO VNM KHM MYS IDN PHL TWN JPN KOR PRK MNG LKA BRN FJI
5/18/2016 15:06:18,United States,RUS CHN MNG IND PRK KOR JPN TWN PHL IDN PNG MYS VNM KHM LAO THA MMR BGD NPL BTN KAZ UZB KGZ TJK AFG PAK LKA VUT SLB NCL TKM AZE ARM
5/18/2016 15:06:18,United States,CHN JPN KOR PRK MNG KAZ IND NPL BGD BTN MMR THA VNM LAO KHM MYS IDN PNG PHL TWN
5/18/2016 15:06:20,United States,MNG CHN THA LAO VNM KHM PRK KOR JPN RUS IND NPL BTN BGD MMR MYS IDN PHL PNG SLB NCL FJI LKA TWN
5/18/2016 15:06:47,United States,CHN MNG IND PAK JPN PRK KOR RUS KAZ KGZ UZB TJK AFG TKM NPL BTN BGD LKA MMR THA LAO VNM PHL TWN IDN MYS KHM TLS BRN
5/18/2016 15:14:00,United States,MNG CHN PRK KOR JPN PHL IDN PNG SLB IND NPL BTN BGD MMR THA LAO VNM KHM MYS BRN TWN RUS LKA PAK AFG TJK KGZ KAZ UZB TKM SYR IRQ IRN ARE SAU KWT OMN QAT VUT TLS
5/18/2016 15:14:35,United States,IND CHN NPL MNG PRK KOR JPN LAO THA MMR VNM BGD KHM LKA RUS
5/18/2016 15:19:33,United States,RUS KAZ MNG CHN JPN PRK KOR IND NPL BTN BGD MMR VNM LAO THA KHM KGZ TJK UZB PAK AFG LKA TKM MYS TWN PHL IRN AZE TUR GEO ARM IRQ SAU SYR JOR OMN ARE QAT KWT LBN YEM
5/18/2016 15:23:05,United States,CHN MNG IND NPL BGD BTN LKA PAK MMR THA LAO VNM KHM MYS IDN PHL TWN KOR PRK JPN PNG SLB NCL FJI
5/18/2016 15:23:41,United States,IND CHN MNG NPL BTN BGD KAZ RUS KGZ TJK UZB PAK AFG TKM PRK KOR JPN MMR THA VNM LAO KHM IRN SAU OMN ARE IRQ TUR GEO ARM AZE SYR JOR YEM KWT QAT PSE ISR LBN LKA MYS TWN PHL IDN BRN TLS
5/18/2016 15:27:14,United States,RUS MNG CHN NPL IND BTN BGD MMR THA LAO VNM KHM JPN KOR PRK LKA LUX
5/18/2016 15:30:38,United States,CHN MNG MMR IND BTN NPL BGD LKA THA LAO VNM MYS KHM IDN PNG SLB PHL BRN TWN TLS KOR PRK JPN VUT
5/18/2016 15:35:52,United States,MNG CHN JPN KOR PRK VNM KHM LAO THA MMR IND BGD BTN NPL IRN PAK AFG TKM UZB TJK KGZ KAZ LKA IDN MYS BRN PHL TWN TLS
5/18/2016 15:38:30,United States,CHN IND PAK AFG NPL PRK KOR MNG KGZ TJK MMR THA LAO VNM BGD BTN LKA KHM MYS TWN PHL IDN JPN
5/18/2016 15:39:09,United States,KAZ MNG CHN KGZ UZB TJK PAK IND TKM NPL BTN BGD THA MMR VNM LAO PRK KOR JPN RUS IDN MYS KHM PHL TWN LKA
5/18/2016 15:49:33,United States,RUS MNG CHN KAZ UZB KGZ PRK KOR JPN PHL TWN IDN PNG BRN MYS THA KHM VNM LAO MMR IND NPL BGD BTN PAK TJK AFG TKM IRN AZE GEO IRQ SYR SAU OMN ARM ARE LKA KWT QAT YEM JOR
5/18/2016 15:58:24,United States,MNG CHN PRK KOR JPN TWN PHL IDN MYS THA LAO KHM VNM TLS BRN MMR IND BGD BTN NPL LKA PNG SLB NCL VUT FJI NZL
5/18/2016 16:07:50,United States,YEM OMN SAU ARE SYR JOR IRQ TUR IRN TKM AFG PAK IND NPL CHN BGD BTN MMR LAO THA VNM IDN PNG MYS PHL JPN RUS PRK KOR UZB KGZ TJK KAZ MNG AZE ARM GEO KHM TWN LKA TLS CYP LBN ISR PSE KWT QAT BRN
5/18/2016 16:18:18,United States,RUS MNG KAZ CHN PRK KOR JPN IND NPL BGD BTN MMR THA VNM LAO KHM MYS IDN PHL TWN LKA KGZ TJK AFG PAK TKM UZB PNG AUS NZL
5/18/2016 16:20:58,United States,RUS MNG KAZ JPN PRK KOR CHN KGZ UZB TJK PAK TKM IRN AFG IND NPL BTN BGD MMR THA VNM KHM LAO MYS TWN PHL IDN LKA SAU ARE OMN YEM JOR SYR IRQ AZE ARM TUR CYP PSE LBN ISR KWT QAT BRN EGY TLS
5/18/2016 18:06:28,United States,RUS MNG CHN PRK KOR JPN TWN PHL MYS IDN VNM KHM THA LAO MMR IND BGD NPL BTN KAZ KGZ PAK AFG TJK UZB TKM IRN AZE GEO TUR IRQ SYR JOR ISR PSE SAU YEM OMN ARE QAT LKA ARM
5/18/2016 20:31:36,United States,RUS MNG CHN THA KHM LAO VNM MMR IND BGD NPL BTN MYS PHL TWN LKA PRK KOR JPN KGZ KAZ
5/18/2016 23:43:07,United States,IDN MYS PHL VNM KHM LAO THA MMR CHN TWN KOR PRK JPN MNG IND NPL BGD BTN LKA
5/19/2016 13:19:18,United States,RUS KAZ MNG CHN PRK KOR JPN PHL IDN MYS VNM KHM LAO THA MMR IND BGD NPL BTN LKA PAK AFG TKM UZB TJK KGZ IRN AZE GEO ARM PNG TWN
5/18/2016 15:20:32,United States,CHN MNG PRK KOR JPN TWN PHL MYS IDN VNM KHM LAO THA MMR NPL BGD IND BTN
5/18/2016 10:20:42,United States,JPN KOR PRK CHN MNG IND NPL BTN MMR BGD LKA THA LAO VNM IDN MYS KHM TWN PHL PNG TLS PAK IRN AFG TKM UZB KGZ TJK KAZ RUS
5/18/2016 11:02:29,United States,IDN MYS PHL TWN CHN VNM THA LAO MMR IND BGD NPL BTN LKA KHM PNG SLB VUT NCL FJI JPN KOR PRK RUS MNG KAZ PAK BRN
5/18/2016 12:14:08,United States,RUS MNG CHN KAZ UZB KGZ TJK TKM AZE GEO IND NPL BTN MMR BGD LKA THA LAO VNM KHM TWN JPN PRK KOR PAK AFG ARM TUR
5/18/2016 15:14:52,United States,TUR RUS MNG CHN KAZ UZB KGZ TJK AFG TKM IRN IRQ SYR SAU JOR YEM OMN ARE QAT KWT PAK IND NPL LKA BGD BTN MMR THA LAO VNM KHM MYS IDN PHL TWN PRK KOR JPN
5/18/2016 15:24:18,United States,CHN VNM KHM LAO THA MMR BTN IND BGD NPL KOR PRK JPN LKA MNG RUS TWN PHL
5/18/2016 15:39:25,United States,MNG KAZ CHN PRK KOR JPN KHM VNM THA LAO MMR IND BGD NPL BTN IDN MYS PHL PNG TWN LKA PAK UZB TJK KGZ TKM IRN AFG SAU OMN YEM IRQ ARE QAT KWT ARM GEO AZE TUR SYR JOR
5/18/2016 16:08:53,United States,JPN CHN MNG KAZ IDN MYS PHL TWN KOR PRK VNM LAO KHM THA MMR RUS IND BGD BTN NPL LKA PAK
5/18/2016 17:43:46,United States,RUS JPN CHN PRK KOR MNG KAZ TUR GEO AZE ARM SYR PSE LBN SAU YEM OMN JOR IRQ ISR IRN TKM UZB AFG TJK KGZ PAK ARE QAT KWT IND NPL BTN BGD MMR THA LAO VNM TWN PHL KHM MYS LKA IDN TLS PNG
5/18/2016 19:01:43,United States,MNG KAZ CHN JPN KOR PRK THA KHM VNM LAO MMR IND BGD BTN NPL IDN MYS PHL TWN LKA PNG RUS UZB TKM IRN PAK AFG TJK KGZ AZE GEO TUR ARM IRQ SYR LBN JOR SAU KWT OMN ARE YEM AUS NZL
5/18/2016 19:18:40,United States,RUS JPN KOR PRK CHN MNG KAZ UZB KGZ TJK TKM IRN AFG PAK IND NPL BTN BGD LKA MMR VNM LAO THA KHM TWN PHL MYS IDN
5/17/2016 22:39:25,United States,CHN TWN PRK KOR JPN MNG VNM THA LAO MMR IND NPL BTN BGD LKA IDN MYS KHM PHL BRN TLS PAK AFG TJK UZB KGZ KAZ TKM
5/17/2016 23:35:17,United States,RUS MNG KAZ CHN JPN KOR PRK VNM LAO THA KHM MMR IND BGD NPL BTN TWN PHL MYS UZB KGZ TJK TKM AFG PAK LKA
5/17/2016 23:35:53,United States,CHN MNG NPL BTN MMR LAO VNM THA KHM PHL TWN MYS JPN KOR PRK BRN IND BGD LKA IDN
5/17/2016 23:36:31,United States,RUS KAZ UZB TKM AFG TJK CHN MNG KGZ PAK IND BGD BTN NPL MMR THA LAO VNM KHM MYS IDN LKA PHL TWN JPN KOR PRK PNG AUS NZL NCL SLB VUT FJI TLS BRN USA
5/17/2016 23:36:46,United States,RUS KAZ MNG CHN PRK KOR JPN TWN PHL MYS IDN KHM THA VNM BRN MMR LAO IND BGD BTN NPL LKA YEM SAU SYR PSE ISR LBN TUR IRN IRQ JOR QAT KWT ARE OMN AFG PAK UZB TJK KGZ TKM AZE GEO ARM
5/17/2016 23:36:50,United States,RUS MNG CHN PRK KOR JPN TWN PHL IDN MYS BRN SLB IND NPL BTN BGD MMR THA LAO VNM KHM TLS LKA
5/17/2016 23:41:54,United States,CHN MNG KAZ KGZ UZB TJK IND NPL BGD BTN MMR THA LAO VNM KOR PRK JPN TWN PHL KHM MYS BRN IDN TLS LKA TKM
5/17/2016 23:45:52,United States,CHN KOR PRK JPN TWN PHL IDN MYS VNM LAO KHM THA MMR MNG TLS BRN PNG IND NPL BTN BGD LKA
5/17/2016 23:48:58,United States,KAZ UZB KGZ CHN MNG KOR PRK JPN PHL TWN BRN MYS IDN MMR THA KHM VNM LAO BGD IND BTN NPL LKA PAK
5/17/2016 23:49:22,United States,CHN MNG JPN KOR PRK TWN IND NPL BTN BGD MMR THA LAO VNM MYS IDN PHL PNG BRN KHM LKA KGZ TJK KAZ UZB TKM AFG PAK TLS
5/17/2016 23:49:44,United States,CHN MNG IND NPL BTN BGD MMR LAO VNM THA KHM MYS IDN TLS BRN PHL TWN PRK KOR JPN LKA PNG SLB VUT NCL
5/17/2016 23:52:23,United States,CHN MNG JPN PRK KOR TWN PHL MYS BRN THA MMR KHM VNM LAO IND BGD BTN NPL KGZ UZB IDN LKA TLS PNG PAK AFG TJK TKM KAZ
5/17/2016 23:53:59,United States,YEM OMN ARE SAU QAT IRQ JOR SYR ISR LBN PSE TUR IRN TKM UZB KAZ RUS AZE ARM GEO IND PAK AFG TJK KGZ CHN MNG PRK KOR JPN TWN PHL MYS IDN THA LAO VNM KHM MMR BTN NPL BGD LKA BRN
5/18/2016 0:01:27,United States,CHN MNG JPN MMR IND BGD NPL BTN THA VNM KHM LAO IDN MYS LKA PHL PNG TWN KOR PRK TLS BRN RUS NCL
5/18/2016 1:21:48,United States,CHN JPN KOR PRK MNG KHM VNM LAO THA MMR MYS IDN PHL TWN PNG IND BGD BTN NPL RUS KAZ KGZ
5/18/2016 7:25:33,United States,CHN MNG JPN KOR PRK VNM KHM THA LAO MMR IND BGD NPL BTN LKA TWN RUS KAZ UZB TKM AFG KGZ TJK PAK
5/18/2016 9:00:56,United States,SAU YEM OMN ARE QAT SYR IRQ JOR PSE LBN ISR IRN KWT LKA IND PAK AFG TKM UZB KAZ GEO ARM AZE TJK KGZ CHN MNG NPL BTN BGD MMR THA LAO VNM KHM MYS IDN JPN PHL TWN KOR PRK
5/18/2016 9:41:11,United States,CHN MNG KAZ UZB AFG KGZ TJK PAK IND NPL LKA BGD BTN MMR LAO VNM THA KHM IDN MYS PHL TWN PRK KOR JPN PNG AUS NZL NCL VUT FJI
5/18/2016 9:59:01,United States,CHN THA MMR VNM KHM LAO IND NPL BGD BTN JPN KOR PRK LKA TWN
5/18/2016 10:56:01,United States,RUS KAZ MNG CHN KOR JPN IND NPL BTN BGD MMR PAK AFG TKM UZB TJK KGZ IRN AZE ARM GEO TUR JOR PSE LBN SYR ISR IRQ SAU KWT QAT ARE OMN YEM PRK TWN VNM THA LAO KHM MYS LKA IDN TLS BRN PHL PNG
5/18/2016 13:47:51,United States,USA RUS MNG PRK KOR JPN IDN PNG PHL MYS VNM CHN KHM TWN LAO THA MMR IND BTN BGD NPL NZL AUS NCL FJI
5/18/2016 14:18:20,United States,TUR RUS KAZ UZB KGZ TKM TJK AFG PAK IND AZE MNG CHN KOR PRK JPN NPL BTN BGD MMR LKA THA KHM LAO VNM TWN PHL NZL AUS PNG IDN NCL VUT SLB FJI MYS TLS BRN ARM GEO
5/18/2016 15:07:41,United States,MNG CHN PRK KOR JPN IDN MYS PHL TWN VNM KHM LAO THA MMR IND BTN BGD NPL BRN LKA
5/18/2016 15:07:46,United States,IND NPL CHN MMR THA LAO VNM KHM MNG JPN PRK KOR BGD BTN TWN LKA
5/18/2016 15:09:40,United States,RUS MNG KAZ CHN PRK KOR JPN TWN THA LAO VNM KHM MMR IND BGD BTN NPL PAK LKA AFG TJK KGZ UZB TKM IDN MYS PHL BRN TLS PNG
5/18/2016 15:15:11,United States,IND NPL BGD CHN BTN MNG PRK KOR JPN MMR VNM LAO THA KHM MYS IDN TWN PHL BRN TLS LKA
5/18/2016 15:15:57,United States,CHN PRK KOR JPN TWN THA IDN MYS PHL BRN VNM KHM LAO MMR IND BGD BTN NPL LKA TLS MNG PAK KGZ TKM UZB KAZ TJK AFG
5/18/2016 15:16:21,United States,KAZ MNG CHN PRK KOR JPN RUS IND TJK UZB PAK AFG MMR THA LAO VNM KHM PHL TWN MYS IDN PNG KGZ NPL BGD BTN TKM IRN GEO AZE ARM JOR SYR SAU OMN YEM ARE QAT KWT IRQ PSE LBN ISR
5/18/2016 15:20:30,United States,RUS MNG CHN KOR PRK JPN TWN PHL PNG IDN MYS THA KHM VNM LAO BRN FJI NCL VUT SLB MMR IND BGD BTN NPL LKA
5/18/2016 15:23:58,United States,CHN MMR THA LAO VNM KHM MYS IDN TLS BRN PHL TWN PRK KOR JPN MNG BTN BGD LKA NPL
5/18/2016 15:27:14,United States,IND LKA BGD NPL BTN CHN MMR THA LAO VNM KHM TWN KOR PRK JPN MNG MYS IDN TLS PNG SLB PHL BRN
5/18/2016 15:35:59,United States,JPN KOR PRK CHN TWN VNM THA KHM LAO MMR MYS BRN PHL IDN
5/18/2016 15:40:48,United States,CHN IND BGD BTN NPL PAK AFG TJK UZB KGZ KAZ MNG PRK KOR JPN RUS VNM LAO THA MMR KHM TWN MYS LKA TKM IRN PHL IDN BRN TLS PNG AZE ARM GEO TUR SYR LBN ISR PSE IRQ JOR SAU YEM OMN ARE QAT KWT CYP
5/18/2016 15:48:33,United States,IDN MYS THA PHL BRN KHM VNM CHN LAO MMR IND BGD NPL PRK KOR JPN RUS MNG KAZ KGZ UZB TJK AFG PAK IRN TKM AZE GEO TUR IRQ SYR SAU ARE QAT KWT OMN YEM JOR ISR PSE LBN CYP LKA TWN ARM
5/18/2016 15:51:04,United States,RUS GEO TUR SYR LBN PSE ISR JOR SAU YEM OMN IRQ ARE QAT IRN AZE ARM IND LKA PAK AFG UZB TKM KAZ TJK KGZ MNG CHN PRK KOR JPN IDN TLS MYS BRN PHL TWN VNM KHM LAO THA MMR BGD BTN NPL KWT
5/18/2016 15:52:14,United States,PAK TJK UZB TKM RUS KAZ MNG KGZ CHN IND NPL AFG BTN MMR BGD LKA THA IDN MYS KHM BRN VNM LAO PHL TWN AUS PNG KOR PRK JPN NZL NCL VUT FJI
5/18/2016 15:54:11,United States,RUS MNG CHN PRK KOR JPN TWN PHL MYS BRN THA KHM VNM LAO MMR IND BTN BGD NPL PAK AFG IRN TKM UZB TJK KGZ KAZ GEO ARM AZE TUR IRQ SYR KWT LKA
5/18/2016 16:55:02,United States,RUS MNG CHN PRK KOR JPN IND NPL BGD BTN MMR THA LAO VNM KHM MYS IDN PHL TWN LKA PAK AFG TKM IRN AZE ARM KAZ UZB KGZ TJK
5/18/2016 17:31:22,United States,RUS MNG KAZ CHN KOR PRK JPN MMR IND BGD BTN NPL KGZ UZB TJK PAK AFG TKM IRN TUR GEO AZE ARM THA VNM LAO TWN KHM MYS IDN PHL PNG LKA
5/18/2016 21:12:15,United States,MNG CHN RUS PRK KOR JPN TWN VNM KHM THA LAO MMR IND BTN NPL BGD LKA IDN MYS PHL KAZ UZB KGZ PAK TJK TKM
5/18/2016 21:25:35,United States,CHN MNG KOR PRK JPN VNM LAO THA KHM MYS IDN PNG MMR NPL
5/18/2016 22:06:10,United States,RUS CHN MNG KAZ IND PRK KOR THA MMR LAO VNM KHM IDN MYS PHL TWN JPN
5/18/2016 23:26:47,United States,IND AFG PAK TKM UZB TJK KGZ CHN MNG JPN KOR PRK TWN VNM THA MMR NPL BGD BTN LAO KHM MYS IDN TLS PHL KAZ RUS LKA PNG BRN
5/18/2016 3:43:41,United States,CHN PRK KOR JPN TWN PHL MYS BRN IDN KHM VNM THA LAO MMR IND NPL BTN BGD LKA MNG TLS RUS
5/18/2016 15:06:26,Vietnam,CHN MNG PRK KOR VNM JPN LAO THA MMR MYS IDN PHL TWN KHM IND BTN NPL BGD
5/18/2016 13:48:27,Yemen,YEM OMN SAU ARE QAT KWT IRQ JOR ISR SYR LBN PSE IRN AFG PAK IND CHN NPL BGD BTN LKA MMR THA KHM VNM LAO IDN MYS BRN PHL TWN KOR PRK JPN KGZ TJK UZB TKM KAZ AZE MNG ARM TLS
